FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,SECTOR,SECTOR_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.110162296103925,0.0534499730770546,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,0.110162296103925,0.0534499730770546,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,0.0,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,1452466000.5,736292275.2,,,,,,
A,Annual,AFG,Afghanistan,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,1452466000.5,736292275.2,,,,,,
A,Annual,AGO,Angola,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,0.204002671057569,0.0872899256692543,0.0041541288310779,0.0072147224627129,0.0066119738960593,0.0019543359438146,,,,
A,Annual,AGO,Angola,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,29221054958.52,12177198513.12,687490268.68,1461867164.7,1770553870.22,638863768.13,,,,
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021010982650741,0.0233826327618305,0.0302690796935137
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021010982650741,0.0233826327618305,0.0302690796935137
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021010982650741,0.0233826327618305,0.0302690796935137
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239728051354799,0.10075752313619,0.230083678098896,0.220899774213287,0.274957313951675,0.269517182837319
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239728051354799,0.10075752313619,0.230083678098896,0.220899774213287,0.274957313951675,0.269517182837319
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_SSF,Sector: Social security funds,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39000000.0,500000000.0,700000000.0
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39000000.0,500000000.0,700000000.0
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39000000.0,500000000.0,700000000.0
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392370000.0,1704720000.0,3790470000.0,4100280000.0,5879520000.0,6232830000.0
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,392370000.0,1704720000.0,3790470000.0,4100280000.0,5879520000.0,6232830000.0
A,Annual,ALB,Albania,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_SSF,Sector: Social security funds,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
A,Annual,ARE,United Arab Emirates,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
A,Annual,ARE,United Arab Emirates,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
A,Annual,ARE,United Arab Emirates,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
A,Annual,ARE,United Arab Emirates,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_SG,Sector: State governments,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_SSF,Sector: Social security funds,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_SG,Sector: State governments,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,
A,Annual,ARG,Argentina,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_SSF,Sector: Social security funds,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0006853880538625,0.0010008001654632,0.0006881884273424,0.0009263892055986,0.0049184145841275,0.0039163064892823,0.0029743580699332,0.0018511728088372,0.00875833925958,0.0051893503006675,0.0062028440180151
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0047733070637611,,,,0.0095179384976526,0.0687915826053336,0.0029743580699332,0.0018511728088372,0.00875833925958,0.0051893503006675,0.0062028440180151
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0047733070637611,,,,0.0095179384976526,0.0687915826053336,0.0029743580699332,0.0018511728088372,0.00875833925958,0.0051893503006675,0.0062028440180151
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.0040879190098985,,,,0.004599523913525,0.0648752761160513,0.0,0.0,0.0,0.0,0.0
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.178916062627625,,,,0.180639037680214,0.24860906490459,0.201746112100126,0.199049072766045,0.187561218661726,0.192612460350584,0.187166586561658
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,0.174142755563864,,,,0.171121099182562,0.179817482299256,0.198771754030193,0.197197899957207,0.178802879402146,0.187423110049917,0.180963742543643
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,31223800.0,48324900.0,34709700.0,46942860.0,273684850.0,235645540.0,194621820.0,114437700.0,612363620.0,441169990.0,586365700.0
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,217454600.0,,,,529625050.0,4139213740.0,194621820.0,114437700.0,612363620.0,441169990.0,586365700.0
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,217454600.0,,,,529625050.0,4139213740.0,194621820.0,114437700.0,612363620.0,441169990.0,586365700.0
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_EBG,Sector: Extrabudgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,186230800.0,,,,255940200.0,3903568200.0,0.0,0.0,0.0,0.0,0.0
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,8150768495.0,,,,10051647148.9,14958894945.7,13200897333.7,12305019804.6,13113863647.8,16374850854.8,17693184969.2
A,Annual,ARM,Armenia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,XDC,Domestic currency,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,,,7933313895.0,,,,9522022098.9,10819681205.7,13006275513.7,12190582104.6,12501500027.8,15933680864.8,17106819269.2
A,Annual,AUS,Australia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_BCG,Sector: Budgetary central government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.83135555125763e-05,8.09536338062375e-05,0.0,7.32962649689297e-05,6.81294049918415e-05,6.59984543161999e-05,6.3753229101054e-05,6.19727666874069e-05,0.0,0.0,0.0011099592200982,0.0,0.0,0.0,0.0,0.0,
A,Annual,AUS,Australia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG,Sector: Central government (excl. social security),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.83135555125763e-05,8.09536338062375e-05,0.0,7.32962649689297e-05,6.81294049918415e-05,6.59984543161999e-05,6.3753229101054e-05,6.19727666874069e-05,0.0,0.0,0.0011099592200982,0.0,0.0,0.0,0.0,0.0,
A,Annual,AUS,Australia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_CG_SSF,Sector: Central government (incl. social security funds),IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,8.83135555125763e-05,8.09536338062375e-05,0.0,7.32962649689297e-05,6.81294049918415e-05,6.59984543161999e-05,6.3753229101054e-05,6.19727666874069e-05,0.0,0.0,0.0011099592200982,0.0,0.0,0.0,0.0,0.0,
A,Annual,AUS,Australia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_GG,Sector: General government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.02370366310655,0.0014067359633327,0.0013252293550349,0.0008947595054216,0.0011417053549094,0.0255031580608746,0.0287902190970999,0.0274432818603145,0.0274362739168009,0.0695581554555143,0.073511627986197,0.0725323012935037,0.0757388361720521,0.0785194953929445,0.0812364046512877,0.0841313249359006,0.0840239129614378,0.0839462553898512,0.0845397653168083,0.100821796586571,0.0939272837526347,0.0886920133087021,
A,Annual,AUS,Australia,IMF_COFOG_GENM_GF0501,Government expenditure on waste management,PT_GDP,Percentage of GDP,IMF_SEC_LG,Sector: Local government,IMF_GFSCOFOG,"Government Finance Statistics (GFS), Expenditure by Function of Government (COFOG)",0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.0212373860203194,0.0,0.0,0.0,0.0,0.0237708680793812,0.0246394819880088,0.0238813219728401,0.0270409385577692,0.0675058600363843,0.0708545811915152,0.0719383152046579,0.0748462909646374,0.0785814681596319,0.0798936541611838,0.0813053602074729,0.0803055495741086,0.0809896577157432,0.0815276596641904,0.0932614303604011,0.0871236059309806,0.0857519465691871,
